         1417048 function calls (1366078 primitive calls) in 36.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1162    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\utils.py:332(key)
      317    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\warnings.py:181(_add_filter)
      163    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\collections\__init__.py:430(_replace)
      130    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\artist.py:426(set_transform)
       38    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\_lib\_docscrape.py:85(read_to_next_unindented_line)
       29    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\transforms.py:637(translated)
      148    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:1284(__hash__)
       20    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\transforms.py:13(__init__)
       14    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\value.py:165(linkage)
      435    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\context.py:51(__getitem__)
       65    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(amin)
      199    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\font_manager.py:862(set_size)
      295    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\errors.py:261(__exit__)
     1253    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:678(__new__)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\datamodel\packer.py:109(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\figure.py:1481(sca)
       35    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\interpreter.py:1661(_remove_unused_temporaries)
      271    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\_lib\_docscrape.py:57(seek_next_non_empty_line)
       12    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\analysis.py:304(find_branches)
       20    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\transforms.py:25(opt_level)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\targetconfig.py:273(_make_compression_dictionary)
      124    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\lines.py:630(set_data)
      171    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ir.py:1174(define)
      111    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:890(__init__)
      102    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typeinfer.py:110(union)
       20    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\transforms.py:48(inlining_threshold)
      163    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\importlib\metadata\_collections.py:28(parse)
      288    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
        2    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\datamodel\old_models.py:615(from_argument)
      316    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\warnings.py:458(__enter__)
       20    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\transforms.py:71(loop_vectorize)
      148    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\markers.py:266(_set_fillstyle)
     2102    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\types\functions.py:262(key)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\controlflow.py:179(dominance_frontier)
        6    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\arraydecl.py:221(generic)
        8    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\fromnumeric.py:2111(clip)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typed_passes.py:193(run_pass)
       18    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\lowering.py:846(fold_call_args)
     1005    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\imputils.py:28(lower)
      590    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\ansitowin32.py:55(closed)
      737    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\ffi.py:327(__init__)
       49    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\byteflow.py:1757(__init__)
       42    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:160(wrapped)
      590    0.001    0.000    0.001    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
       38    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:858(ret)
       67    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(amax)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\spines.py:287(draw)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\interpreter.py:509(peep_hole_call_function_ex_to_call_function_kw)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\figure.py:2894(<lambda>)
       10    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\callconv.py:729(_get_try_state)
      160    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\_api\__init__.py:65(check_isinstance)
      149    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\bytecode.py:264(next)
     3019    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:554(_get_name)
      190    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\artist.py:242(convert_xunits)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backend_bases.py:2795(notify_axes_change)
      117    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\byteflow.py:172(_run_handle_exception)
       51    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\text.py:241(set_rotation_mode)
      141    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\byteflow.py:1893(append)
       95    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:253(_deduplicate)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\polynomial\polynomial_functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backend_bases.py:3299(update)
       85    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\instructions.py:738(descr)
     1321    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       50    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ssa.py:40(get)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axes\_subplots.py:58(set_subplotspec)
       52    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
     2667    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
   101/55    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axes\_base.py:839(get_xaxis_transform)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\controlflow.py:235(_df)
     1271    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:439(__getitem__)
        1    0.000    0.000    0.001    0.001 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\random\generator_core.py:1(<module>)
       19    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\binding\module.py:89(get_global_variable)
       62    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\transforms.py:2057(scale)
       18    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\transforms.py:2032(rotate_deg_around)
        4    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\controlflow.py:497(_find_dominance_frontier)
        8    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\arrayobj.py:149(fix_integer_index)
     2632    0.001    0.000    0.001    0.000 {built-in method sys.intern}
       36    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\transforms.py:301(has_multiple_backedges)
       82    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\npyimpl.py:743(register_ufunc_kernel)
      184    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\interpreter.py:1857(get)
     3365    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:195(block)
     1746    0.001    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\types\functions.py:249(<genexpr>)
       47    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:31(_escape_string)
       42    0.000    0.000    0.001    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\datamodel\old_models.py:709(traverse)
